Month,Weekly_Sales,CPI,Unemployment
2,76091.36,211.2891429,8.106
2,107952.07,211.2891429,8.106
2,135066.75,211.2891429,8.106
2,16411.69,211.2891429,8.106
2,33309.85,211.3196429,8.106
2,16245.13,211.3196429,8.106
2,10871.74,211.3196429,8.106
2,35318.2,211.3196429,8.106
2,10667.06,211.3196429,8.106
2,11135.17,211.3196429,8.106
2,57630.02,211.3196429,8.106
2,16708.1,211.3196429,8.106
2,12005.0,211.3196429,8.106
2,37467.32,211.3196429,8.106
2,24101.89,211.3196429,8.106
2,92755.59,211.3196429,8.106
2,13330.89,211.3196429,8.106
2,44292.87,211.3196429,8.106
2,34660.16,211.3196429,8.106
2,10218.67,211.3196429,8.106
2,17224.22,211.3196429,8.106
2,64328.29,211.3196429,8.106
2,28457.31,211.3196429,8.106
2,17798.37,211.3196429,8.106
2,19023.33,211.3196429,8.106
2,12881.02,211.3196429,8.106
2,32299.49,211.3196429,8.106
2,17306.61,211.3196429,8.106
2,27921.96,211.3196429,8.106
2,55501.07,211.3196429,8.106
2,15673.94,211.3196429,8.106
2,15175.52,211.3196429,8.106
2,57335.17,211.3196429,8.106
2,19403.54,211.3196429,8.106
2,16118.26,211.3196429,8.106
2,103652.58,211.3196429,8.106
2,18099.75,211.3196429,8.106
2,28213.79,211.3196429,8.106
2,55590.73,211.3196429,8.106
2,71718.48,211.3196429,8.106
2,125048.08,211.3196429,8.106
3,38776.09,211.3501429,8.106
3,42931.77,211.3501429,8.106
3,10903.65,211.3501429,8.106
3,12275.58,211.3501429,8.106
3,10345.5,211.3501429,8.106
3,23082.14,211.3501429,8.106
3,19974.91,211.3501429,8.106
3,19659.7,211.3501429,8.106
3,63550.08,211.3501429,8.106
3,17129.81,211.3501429,8.106
3,16445.28,211.3501429,8.106
3,21827.9,211.3501429,8.106
3,19082.9,211.3501429,8.106
3,108282.86,211.3501429,8.106
3,48397.98,211.3501429,8.106
3,33299.27,211.3501429,8.106
3,15680.71,211.3501429,8.106
3,31576.47,211.3501429,8.106
3,62755.71,211.3501429,8.106
3,18993.69,211.3501429,8.106
3,29957.47,211.3501429,8.106
3,112807.75,211.3501429,8.106
3,12571.5,211.3501429,8.106
3,38086.19,211.3501429,8.106
3,78081.85,211.3501429,8.106
3,12657.65,211.3501429,8.106
3,65525.74,211.3501429,8.106
3,18268.78,211.3501429,8.106
3,40423.95,211.3501429,8.106
3,67000.83,211.3501429,8.106
3,13824.33,211.3501429,8.106
3,24064.7,211.3501429,8.106
3,20565.45,211.3501429,8.106
3,10239.06,211.3501429,8.106
3,30800.98,211.3501429,8.106
3,16120.04,211.3501429,8.106
3,132945.44,211.3501429,8.106
3,59201.37,211.3501429,8.106
3,10123.45,211.3806429,8.106
3,10705.75,211.3806429,8.106
3,31197.12,211.3806429,8.106
3,32668.67,211.3806429,8.106
3,29272.13,211.3806429,8.106
3,43751.94,211.3806429,8.106
3,14708.62,211.3806429,8.106
3,21529.14,211.3806429,8.106
3,31669.24,211.3806429,8.106
3,21043.39,211.3806429,8.106
3,98175.35,211.3806429,8.106
3,21498.92,211.3806429,8.106
3,45046.81,211.3806429,8.106
3,23766.82,211.3806429,8.106
3,10819.46,211.3806429,8.106
3,112048.41,211.3806429,8.106
3,13267.5,211.3806429,8.106
3,18201.88,211.3806429,8.106
3,63668.62,211.3806429,8.106
3,14410.07,211.3806429,8.106
3,18114.67,211.3806429,8.106
3,12793.17,211.3806429,8.106
3,61326.35,211.3806429,8.106
3,15331.75,211.3806429,8.106
3,10372.48,211.3806429,8.106
3,17864.32,211.3806429,8.106
3,63593.12,211.3806429,8.106
3,17426.63,211.3806429,8.106
3,25605.58,211.3806429,8.106
3,28208.0,211.3806429,8.106
3,34342.64,211.3806429,8.106
3,35833.07,211.3806429,8.106
3,124418.65,211.3806429,8.106
3,18911.79,211.3806429,8.106
3,59799.42,211.3806429,8.106
3,12253.4,211.3806429,8.106
3,12386.15,211.3806429,8.106
3,11709.0,211.3806429,8.106
3,73943.62,211.3806429,8.106
3,43615.49,211.215635,8.106
3,41742.21,211.215635,8.106
3,30287.91,211.215635,8.106
3,11836.32,211.215635,8.106
3,32604.49,211.215635,8.106
3,31733.15,211.215635,8.106
3,15871.19,211.215635,8.106
3,11201.0,211.215635,8.106
3,22136.64,211.215635,8.106
3,12738.78,211.215635,8.106
3,41069.55,211.215635,8.106
3,22711.59,211.215635,8.106
3,71165.72,211.215635,8.106
3,14590.87,211.215635,8.106
3,36807.21,211.215635,8.106
3,20132.03,211.215635,8.106
3,117716.13,211.215635,8.106
3,34118.11,211.215635,8.106
3,11323.78,211.215635,8.106
3,127434.37,211.215635,8.106
3,11097.8,211.215635,8.106
3,18348.98,211.215635,8.106
3,62781.44,211.215635,8.106
3,11792.55,211.215635,8.106
3,12213.5,211.215635,8.106
3,33367.99,211.215635,8.106
3,64718.53,211.215635,8.106
3,19738.42,211.215635,8.106
3,57384.35,211.215635,8.106
3,18317.46,211.215635,8.106
3,13394.0,211.215635,8.106
3,63250.87,211.215635,8.106
3,12917.55,211.215635,8.106
3,33731.81,211.215635,8.106
3,76760.92,211.215635,8.106
3,28002.01,211.215635,8.106
3,34188.52,211.215635,8.106
3,22632.57,211.215635,8.106
3,29223.39,211.0180424,8.106
3,33872.07,211.0180424,8.106
3,11836.92,211.0180424,8.106
3,10366.85,211.0180424,8.106
3,30294.48,211.0180424,8.106
3,55614.69,211.0180424,8.106
3,26679.52,211.0180424,8.106
3,13876.5,211.0180424,8.106
3,41892.55,211.0180424,8.106
3,19105.92,211.0180424,8.106
3,26229.21,211.0180424,8.106
3,59159.95,211.0180424,8.106
3,11310.4,211.0180424,8.106
3,35431.73,211.0180424,8.106
3,113117.35,211.0180424,8.106
3,29871.06,211.0180424,8.106
3,14385.66,211.0180424,8.106
3,12832.47,211.0180424,8.106
3,27897.97,211.0180424,8.106
3,16254.21,211.0180424,8.106
3,17592.13,211.0180424,8.106
3,10604.88,211.0180424,8.106
3,10063.69,211.0180424,8.106
3,16803.77,211.0180424,8.106
3,38971.89,211.0180424,8.106
3,11865.53,211.0180424,8.106
3,40796.33,211.0180424,8.106
3,55082.4,211.0180424,8.106
3,57837.28,211.0180424,8.106
3,95855.41,211.0180424,8.106
3,31406.96,211.0180424,8.106
3,16479.16,211.0180424,8.106
3,116688.75,211.0180424,8.106
3,23926.34,211.0180424,8.106
3,71666.24,211.0180424,8.106
4,47450.5,210.8204499,7.808
4,13435.38,210.8204499,7.808
4,11157.08,210.8204499,7.808
4,22427.62,210.8204499,7.808
4,12755.33,210.8204499,7.808
4,40910.94,210.8204499,7.808
4,50079.67,210.8204499,7.808
4,38104.53,210.8204499,7.808
4,25435.02,210.8204499,7.808
4,46060.69,210.8204499,7.808
4,37809.49,210.8204499,7.808
4,14810.01,210.8204499,7.808
4,32893.64,210.8204499,7.808
4,10625.15,210.8204499,7.808
4,111466.37,210.8204499,7.808
4,17916.41,210.8204499,7.808
4,57258.43,210.8204499,7.808
4,13928.36,210.8204499,7.808
4,14964.5,210.8204499,7.808
4,12033.5,210.8204499,7.808
4,10282.66,210.8204499,7.808
4,30149.2,210.8204499,7.808
4,21762.46,210.8204499,7.808
4,63245.0,210.8204499,7.808
4,18666.57,210.8204499,7.808
4,14333.75,210.8204499,7.808
4,62278.04,210.8204499,7.808
4,126907.41,210.8204499,7.808
4,29967.92,210.8204499,7.808
4,57845.36,210.8204499,7.808
4,101566.87,210.8204499,7.808
4,38151.58,210.8204499,7.808
4,77280.42,210.8204499,7.808
4,66172.11,210.8204499,7.808
4,29649.34,210.8204499,7.808
4,31794.04,210.8204499,7.808
4,14740.14,210.8204499,7.808
4,19053.49,210.8204499,7.808
4,17695.89,210.8204499,7.808
4,37815.5,210.6228574,7.808
4,10179.29,210.6228574,7.808
4,52976.67,210.6228574,7.808
4,13863.66,210.6228574,7.808
4,10895.18,210.6228574,7.808
4,42960.91,210.6228574,7.808
4,26113.67,210.6228574,7.808
4,37638.44,210.6228574,7.808
4,129466.97,210.6228574,7.808
4,18516.45,210.6228574,7.808
4,98689.46,210.6228574,7.808
4,116770.82,210.6228574,7.808
4,46549.73,210.6228574,7.808
4,66795.56,210.6228574,7.808
4,12874.07,210.6228574,7.808
4,59141.39,210.6228574,7.808
4,29922.64,210.6228574,7.808
4,32544.27,210.6228574,7.808
4,16418.64,210.6228574,7.808
4,21678.02,210.6228574,7.808
4,69441.1,210.6228574,7.808
4,20516.64,210.6228574,7.808
4,43346.92,210.6228574,7.808
4,10109.0,210.6228574,7.808
4,30023.4,210.6228574,7.808
4,34145.96,210.6228574,7.808
4,11185.09,210.6228574,7.808
4,12217.58,210.6228574,7.808
4,12906.0,210.6228574,7.808
4,32486.28,210.6228574,7.808
4,22186.81,210.6228574,7.808
4,36174.43,210.6228574,7.808
4,60177.2,210.6228574,7.808
4,17678.66,210.6228574,7.808
4,75592.52,210.6228574,7.808
4,17682.48,210.6228574,7.808
4,13987.13,210.6228574,7.808
4,33866.82,210.4887,7.808
4,12360.85,210.4887,7.808
4,45025.02,210.4887,7.808
4,31171.25,210.4887,7.808
4,59543.22,210.4887,7.808
4,36663.26,210.4887,7.808
4,11570.27,210.4887,7.808
4,19811.02,210.4887,7.808
4,12309.14,210.4887,7.808
4,13632.64,210.4887,7.808
4,128626.08,210.4887,7.808
4,19330.26,210.4887,7.808
4,67716.6,210.4887,7.808
4,126341.84,210.4887,7.808
4,10791.63,210.4887,7.808
4,58400.17,210.4887,7.808
4,28782.86,210.4887,7.808
4,11187.99,210.4887,7.808
4,28518.47,210.4887,7.808
4,16347.63,210.4887,7.808
4,77602.0,210.4887,7.808
4,32135.69,210.4887,7.808
4,16566.09,210.4887,7.808
4,32890.54,210.4887,7.808
4,67420.53,210.4887,7.808
4,38711.22,210.4887,7.808
4,17596.96,210.4887,7.808
4,19991.95,210.4887,7.808
4,34740.19,210.4887,7.808
4,73155.28,210.4887,7.808
4,63631.89,210.4887,7.808
4,32134.61,210.4887,7.808
4,17394.72,210.4887,7.808
4,15583.62,210.4887,7.808
4,11295.45,210.4391228,7.808
4,12738.26,210.4391228,7.808
4,42222.53,210.4391228,7.808
4,110204.77,210.4391228,7.808
4,12749.37,210.4391228,7.808
4,12504.5,210.4391228,7.808
4,36058.1,210.4391228,7.808
4,44418.11,210.4391228,7.808
4,19377.76,210.4391228,7.808
4,10156.01,210.4391228,7.808
4,29464.0,210.4391228,7.808
4,18534.4,210.4391228,7.808
4,17349.9,210.4391228,7.808
4,30756.13,210.4391228,7.808
4,51604.72,210.4391228,7.808
4,60764.62,210.4391228,7.808
4,58623.36,210.4391228,7.808
4,11556.42,210.4391228,7.808
4,16145.35,210.4391228,7.808
4,55781.92,210.4391228,7.808
4,11082.83,210.4391228,7.808
4,16204.99,210.4391228,7.808
4,17825.26,210.4391228,7.808
4,24664.06,210.4391228,7.808
4,111703.46,210.4391228,7.808
4,24763.98,210.4391228,7.808
4,56051.87,210.4391228,7.808
4,28230.72,210.4391228,7.808
4,32946.13,210.4391228,7.808
4,27455.91,210.4391228,7.808
4,29091.15,210.4391228,7.808
4,33806.71,210.4391228,7.808
4,13262.63,210.4391228,7.808
4,68521.99,210.4391228,7.808
4,87205.88,210.4391228,7.808
4,14283.64,210.4391228,7.808
4,48858.08,210.3895456,7.808
4,16555.11,210.3895456,7.808
4,36717.2,210.3895456,7.808
4,24035.42,210.3895456,7.808
4,107648.14,210.3895456,7.808
4,11435.6,210.3895456,7.808
4,12172.32,210.3895456,7.808
4,31240.73,210.3895456,7.808
4,30450.45,210.3895456,7.808
4,18274.46,210.3895456,7.808
4,45971.3,210.3895456,7.808
4,11439.61,210.3895456,7.808
4,60744.62,210.3895456,7.808
4,38131.53,210.3895456,7.808
4,10651.84,210.3895456,7.808
4,10679.49,210.3895456,7.808
4,10712.5,210.3895456,7.808
4,34168.23,210.3895456,7.808
4,57805.71,210.3895456,7.808
4,22723.48,210.3895456,7.808
4,20001.75,210.3895456,7.808
4,55901.42,210.3895456,7.808
4,127811.89,210.3895456,7.808
4,29095.46,210.3895456,7.808
4,10546.89,210.3895456,7.808
4,33437.8,210.3895456,7.808
4,109579.6,210.3895456,7.808
4,22006.41,210.3895456,7.808
4,55068.72,210.3895456,7.808
4,30666.59,210.3895456,7.808
4,13879.7,210.3895456,7.808
4,28836.25,210.3895456,7.808
4,67584.03,210.3895456,7.808
4,17115.38,210.3895456,7.808
4,18120.31,210.3895456,7.808
5,40113.4,210.3399684,7.808
5,17413.94,210.3399684,7.808
5,27588.34,210.3399684,7.808
5,14460.84,210.3399684,7.808
5,125592.28,210.3399684,7.808
5,52933.2,210.3399684,7.808
5,11062.66,210.3399684,7.808
5,67595.65,210.3399684,7.808
5,14878.8,210.3399684,7.808
5,70383.0,210.3399684,7.808
5,47903.01,210.3399684,7.808
5,32902.69,210.3399684,7.808
5,61099.85,210.3399684,7.808
5,41094.12,210.3399684,7.808
5,44039.92,210.3399684,7.808
5,22172.27,210.3399684,7.808
5,11805.33,210.3399684,7.808
5,37168.34,210.3399684,7.808
5,19219.2,210.3399684,7.808
5,76733.25,210.3399684,7.808
5,31614.83,210.3399684,7.808
5,15135.17,210.3399684,7.808
5,34449.36,210.3399684,7.808
5,17902.17,210.3399684,7.808
5,11085.84,210.3399684,7.808
5,35393.78,210.3399684,7.808
5,15356.54,210.3399684,7.808
5,19260.44,210.3399684,7.808
5,11446.25,210.3399684,7.808
5,39104.1,210.3399684,7.808
5,20457.62,210.3399684,7.808
5,28928.31,210.3399684,7.808
5,107634.21,210.3399684,7.808
5,132217.62,210.3399684,7.808
5,12761.39,210.3399684,7.808
5,10972.91,210.3399684,7.808
5,17893.1,210.3399684,7.808
5,66019.35,210.3399684,7.808
5,78903.78,210.3374261,7.808
5,120247.9,210.3374261,7.808
5,19986.37,210.3374261,7.808
5,29631.17,210.3374261,7.808
5,12803.67,210.3374261,7.808
5,43675.61,210.3374261,7.808
5,54394.6,210.3374261,7.808
5,35355.34,210.3374261,7.808
5,18926.74,210.3374261,7.808
5,36499.93,210.3374261,7.808
5,18294.5,210.3374261,7.808
5,33131.69,210.3374261,7.808
5,34298.89,210.3374261,7.808
5,23301.17,210.3374261,7.808
5,10565.14,210.3374261,7.808
5,68273.13,210.3374261,7.808
5,73925.66,210.3374261,7.808
5,16891.66,210.3374261,7.808
5,44148.02,210.3374261,7.808
5,14678.22,210.3374261,7.808
5,91179.51,210.3374261,7.808
5,33943.35,210.3374261,7.808
5,10266.86,210.3374261,7.808
5,17814.39,210.3374261,7.808
5,18771.35,210.3374261,7.808
5,126004.12,210.3374261,7.808
5,14806.08,210.3374261,7.808
5,30719.18,210.3374261,7.808
5,64325.26,210.3374261,7.808
5,33657.7,210.3374261,7.808
5,11247.0,210.3374261,7.808
5,18715.88,210.3374261,7.808
5,16167.09,210.3374261,7.808
5,25385.09,210.3374261,7.808
5,26568.32,210.3374261,7.808
5,12519.08,210.3374261,7.808
5,13934.33,210.3374261,7.808
5,20697.6,210.6170934,7.808
5,12395.06,210.6170934,7.808
5,28081.1,210.6170934,7.808
5,14773.04,210.6170934,7.808
5,38569.83,210.6170934,7.808
5,10848.88,210.6170934,7.808
5,44319.15,210.6170934,7.808
5,16157.17,210.6170934,7.808
5,34442.73,210.6170934,7.808
5,12235.62,210.6170934,7.808
5,10502.54,210.6170934,7.808
5,11480.15,210.6170934,7.808
5,59289.04,210.6170934,7.808
5,60163.57,210.6170934,7.808
5,17328.64,210.6170934,7.808
5,53707.85,210.6170934,7.808
5,27798.19,210.6170934,7.808
5,57772.04,210.6170934,7.808
5,80273.34,210.6170934,7.808
5,27266.41,210.6170934,7.808
5,35571.47,210.6170934,7.808
5,11805.5,210.6170934,7.808
5,30922.75,210.6170934,7.808
5,18845.98,210.6170934,7.808
5,38638.64,210.6170934,7.808
5,30190.72,210.6170934,7.808
5,31165.21,210.6170934,7.808
5,14001.84,210.6170934,7.808
5,28726.86,210.6170934,7.808
5,14381.02,210.6170934,7.808
5,10477.58,210.6170934,7.808
5,32975.76,210.6170934,7.808
5,120036.99,210.6170934,7.808
5,117117.65,210.6170934,7.808
5,26197.6,210.6170934,7.808
5,71026.5,210.6170934,7.808
5,15784.6,210.8967606,7.808
5,35046.1,210.8967606,7.808
5,17229.66,210.8967606,7.808
5,10256.27,210.8967606,7.808
5,36911.59,210.8967606,7.808
5,38347.52,210.8967606,7.808
5,60155.18,210.8967606,7.808
5,15580.43,210.8967606,7.808
5,12218.11,210.8967606,7.808
5,11711.59,210.8967606,7.808
5,87937.0,210.8967606,7.808
5,44619.52,210.8967606,7.808
5,53686.79,210.8967606,7.808
5,36380.36,210.8967606,7.808
5,28638.96,210.8967606,7.808
5,11876.34,210.8967606,7.808
5,31378.88,210.8967606,7.808
5,13976.83,210.8967606,7.808
5,28195.06,210.8967606,7.808
5,30171.25,210.8967606,7.808
5,14905.3,210.8967606,7.808
5,121902.19,210.8967606,7.808
5,70245.24,210.8967606,7.808
5,11445.67,210.8967606,7.808
5,56109.3,210.8967606,7.808
5,58985.55,210.8967606,7.808
5,11229.88,210.8967606,7.808
5,23409.56,210.8967606,7.808
5,29811.88,210.8967606,7.808
5,32034.24,210.8967606,7.808
5,28393.85,210.8967606,7.808
5,30894.79,210.8967606,7.808
5,45861.03,210.8967606,7.808
5,111704.67,210.8967606,7.808
5,19693.66,210.8967606,7.808
5,10033.06,210.8967606,7.808
6,35181.47,211.1764278,7.808
6,12515.03,211.1764278,7.808
6,12881.32,211.1764278,7.808
6,17558.09,211.1764278,7.808
6,48754.47,211.1764278,7.808
6,41388.81,211.1764278,7.808
6,22932.26,211.1764278,7.808
6,71718.04,211.1764278,7.808
6,133056.97,211.1764278,7.808
6,44563.68,211.1764278,7.808
6,16317.32,211.1764278,7.808
6,14491.35,211.1764278,7.808
6,64495.92,211.1764278,7.808
6,36263.69,211.1764278,7.808
6,42732.59,211.1764278,7.808
6,16789.53,211.1764278,7.808
6,30186.24,211.1764278,7.808
6,47485.63,211.1764278,7.808
6,38638.6,211.1764278,7.808
6,35109.14,211.1764278,7.808
6,59985.57,211.1764278,7.808
6,13504.5,211.1764278,7.808
6,22445.36,211.1764278,7.808
6,76433.03,211.1764278,7.808
6,20519.54,211.1764278,7.808
6,34227.73,211.1764278,7.808
6,38128.15,211.1764278,7.808
6,58507.93,211.1764278,7.808
6,10994.44,211.1764278,7.808
6,96137.67,211.1764278,7.808
6,40548.19,211.1764278,7.808
6,36317.39,211.1764278,7.808
6,126058.88,211.1764278,7.808
6,28857.18,211.1764278,7.808
6,13358.92,211.1764278,7.808
6,26910.46,211.4560951,7.808
6,64201.0,211.4560951,7.808
6,30813.12,211.4560951,7.808
6,26806.72,211.4560951,7.808
6,14347.95,211.4560951,7.808
6,13923.38,211.4560951,7.808
6,39657.1,211.4560951,7.808
6,14514.85,211.4560951,7.808
6,37297.1,211.4560951,7.808
6,16637.62,211.4560951,7.808
6,74300.41,211.4560951,7.808
6,36579.96,211.4560951,7.808
6,31807.72,211.4560951,7.808
6,34036.53,211.4560951,7.808
6,13516.74,211.4560951,7.808
6,34934.23,211.4560951,7.808
6,10889.4,211.4560951,7.808
6,34564.68,211.4560951,7.808
6,70982.33,211.4560951,7.808
6,21817.36,211.4560951,7.808
6,28149.18,211.4560951,7.808
6,11220.75,211.4560951,7.808
6,26789.3,211.4560951,7.808
6,54805.3,211.4560951,7.808
6,15921.66,211.4560951,7.808
6,11594.04,211.4560951,7.808
6,24072.22,211.4560951,7.808
6,134711.49,211.4560951,7.808
6,105539.53,211.4560951,7.808
6,20377.63,211.4560951,7.808
6,47089.54,211.4560951,7.808
6,41297.84,211.4560951,7.808
6,78256.58,211.4560951,7.808
6,10784.84,211.4560951,7.808
6,18551.52,211.4560951,7.808
6,131995.0,211.4560951,7.808
6,66093.15,211.4537719,7.808
6,39165.29,211.4537719,7.808
6,34807.01,211.4537719,7.808
6,33387.48,211.4537719,7.808
6,69326.03,211.4537719,7.808
6,36307.14,211.4537719,7.808
6,12132.61,211.4537719,7.808
6,12869.0,211.4537719,7.808
6,15898.96,211.4537719,7.808
6,35059.52,211.4537719,7.808
6,29943.17,211.4537719,7.808
6,35133.09,211.4537719,7.808
6,12693.5,211.4537719,7.808
6,66420.45,211.4537719,7.808
6,16216.27,211.4537719,7.808
6,24934.43,211.4537719,7.808
6,53618.54,211.4537719,7.808
6,11629.41,211.4537719,7.808
6,26984.25,211.4537719,7.808
6,86860.94,211.4537719,7.808
6,44428.71,211.4537719,7.808
6,18936.81,211.4537719,7.808
6,43244.02,211.4537719,7.808
6,34603.43,211.4537719,7.808
6,19778.44,211.4537719,7.808
6,10764.54,211.4537719,7.808
6,12443.97,211.4537719,7.808
6,30070.24,211.4537719,7.808
6,126911.43,211.4537719,7.808
6,134118.05,211.4537719,7.808
6,27795.85,211.4537719,7.808
6,10119.0,211.4537719,7.808
6,32177.66,211.4537719,7.808
6,77651.52,211.4537719,7.808
6,17940.03,211.4537719,7.808
6,31260.27,211.3386526,7.808
6,29521.94,211.3386526,7.808
6,12528.26,211.3386526,7.808
6,13005.0,211.3386526,7.808
6,39460.59,211.3386526,7.808
6,28912.18,211.3386526,7.808
6,12979.99,211.3386526,7.808
6,11758.06,211.3386526,7.808
6,38697.24,211.3386526,7.808
6,19054.58,211.3386526,7.808
6,10562.29,211.3386526,7.808
6,34454.69,211.3386526,7.808
6,79026.15,211.3386526,7.808
6,16328.72,211.3386526,7.808
6,34040.35,211.3386526,7.808
6,13454.31,211.3386526,7.808
6,24514.39,211.3386526,7.808
6,27966.9,211.3386526,7.808
6,110276.03,211.3386526,7.808
6,10956.25,211.3386526,7.808
6,51298.1,211.3386526,7.808
6,42363.96,211.3386526,7.808
6,61964.14,211.3386526,7.808
6,34121.08,211.3386526,7.808
6,12132.76,211.3386526,7.808
6,10498.22,211.3386526,7.808
6,31667.6,211.3386526,7.808
6,73325.44,211.3386526,7.808
6,27161.66,211.3386526,7.808
6,11254.16,211.3386526,7.808
6,56665.73,211.3386526,7.808
6,33731.24,211.3386526,7.808
6,45299.92,211.3386526,7.808
6,20309.52,211.3386526,7.808
6,120172.47,211.3386526,7.808
6,17824.37,211.3386526,7.808
6,57418.46,211.3386526,7.808
7,11466.06,211.2235333,7.787
7,33726.13,211.2235333,7.787
7,56751.6,211.2235333,7.787
7,14864.7,211.2235333,7.787
7,37745.99,211.2235333,7.787
7,23137.32,211.2235333,7.787
7,22589.0,211.2235333,7.787
7,42866.79,211.2235333,7.787
7,42866.79,211.2235333,7.787
7,42866.79,211.2235333,7.787
7,42866.79,211.2235333,7.787
7,42866.79,211.2235333,7.787
7,42866.79,211.2235333,7.787
7,32420.4,211.2235333,7.787
7,21032.55,211.2235333,7.787
7,29779.96,211.2235333,7.787
7,19082.57,211.2235333,7.787
7,11393.34,211.2235333,7.787
7,10504.25,211.2235333,7.787
7,47077.72,211.2235333,7.787
7,26880.74,211.2235333,7.787
7,41214.94,211.2235333,7.787
7,18887.71,211.2235333,7.787
7,59462.22,211.2235333,7.787
7,78602.71,211.2235333,7.787
7,16333.14,211.2235333,7.787
7,35580.01,211.2235333,7.787
7,39773.71,211.2235333,7.787
7,36242.12,211.2235333,7.787
7,18581.75,211.2235333,7.787
7,10139.42,211.2235333,7.787
7,100958.25,211.2235333,7.787
7,124821.44,211.2235333,7.787
7,11627.5,211.2235333,7.787
7,69962.56,211.2235333,7.787
7,13494.79,211.2235333,7.787
7,10720.79,211.2235333,7.787
7,77414.63,211.108414,7.787
7,15032.03,211.108414,7.787
7,54315.84,211.108414,7.787
7,33515.6,211.108414,7.787
7,11287.52,211.108414,7.787
7,38404.83,211.108414,7.787
7,35320.41,211.108414,7.787
7,19092.69,211.108414,7.787
7,64929.24,211.108414,7.787
7,78068.53,211.108414,7.787
